ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
Bihar,HISUA,236,Ajad Geeta Prasad Sharma,IND,1381
Bihar,HISUA,236,Anil Kumar,INSAF,1299
Bihar,HISUA,236,Rambalak Sharma,JRJP,842
Bihar,HISUA,236,Daya Nand Prasad,VVCIP,605
Bihar,HISUA,236,Ramanandan Rajvanshi,SBSP,596
Bihar,HISUA,236,Pawan Kumar,PPID,572
Bihar,NAWADA,237,Vibha Devi,JD(U),87423
Bihar,NAWADA,237,Kaushal Yadav,RJD,59829
Bihar,NAWADA,237,Anuj Singh,JNSRJP,19349
Bihar,NAWADA,237,Nasima Khatoon,AIMIM,12835
Bihar,NAWADA,237,Ravish Kumar,IND,4317
Bihar,NAWADA,237,Nota,NOTA,3268
Bihar,NAWADA,237,Anita Kumari,BHRTLKCHTP,3111
Bihar,NAWADA,237,Bibha Kumari,IND,2857
Bihar,NAWADA,237,Ashok Kumar,BSP,2285
Bihar,NAWADA,237,Jitendra Prasad,IND,1995
Bihar,NAWADA,237,Manoj Kumar,IND,1862
Bihar,NAWADA,237,Prem Kumar,IND,1704
Bihar,NAWADA,237,Subhash Singh,INSAF,659
Bihar,GOBINDPUR,238,Binita Mehta,LJPRV,72581
Bihar,GOBINDPUR,238,Purnima Yadav,RJD,49675
Bihar,GOBINDPUR,238,Mohammed Kamran,IND,39813
Bihar,GOBINDPUR,238,Nota,NOTA,4404
Bihar,GOBINDPUR,238,Poonam Kumari,JNSRJP,3917
Bihar,GOBINDPUR,238,Surjeet Kumar,IND,3611
Bihar,GOBINDPUR,238,Mukesh Ram,SBSP,2965
Bihar,GOBINDPUR,238,Rahul Kumar,IND,1657
Bihar,GOBINDPUR,238,Subhash Kumar,JRJP,1579
Bihar,GOBINDPUR,238,Sanjay Yadav,INSAF,698
Bihar,WARSALIGANJ,239,Anita,RJD,97833
Bihar,WARSALIGANJ,239,Aruna Devi,BJP,90290
Bihar,WARSALIGANJ,239,Nota,NOTA,4102
Bihar,WARSALIGANJ,239,Rakesh Kumar,IND,2861
Bihar,WARSALIGANJ,239,Umesh Prasad,JNSRJP,1626
Bihar,WARSALIGANJ,239,Akhlaqur Rahman Mallick,RSSCMJP,1462
Bihar,WARSALIGANJ,239,Nayan Kumar,IND,1443
Bihar,WARSALIGANJ,239,Nandlal Sharma,JRJP,462
Bihar,WARSALIGANJ,239,Umakant,IND,387
Bihar,WARSALIGANJ,239,Surendra Paswan,INSAF,348
Bihar,SIKANDRA (SC),240,Praphull Kumar Manjhi,HAMS,91603
Bihar,SIKANDRA (SC),240,Uday Narain Choudhary,RJD,67696
Bihar,SIKANDRA (SC),240,Subhash Chandra Bosh,JNSRJP,12298
Bihar,SIKANDRA (SC),240,Manoj Kumar Das,AIMIM,10701
Bihar,SIKANDRA (SC),240,Nota,NOTA,3825
Bihar,SIKANDRA (SC),240,Vinod Kumar Chaudhary,INC,1803
Bihar,SIKANDRA (SC),240,Ramadhin Paswan,RASLJP,1551
Bihar,SIKANDRA (SC),240,Uday Ravidas,IND,1349
Bihar,SIKANDRA (SC),240,Sangeeta Paswan,IND,1251
Bihar,SIKANDRA (SC),240,Santosh Kumar Das,BSP,1160
Bihar,SIKANDRA (SC),240,Priyanka Kumari,IND,986
Bihar,JAMUI,241,Shreyasi Singh,BJP,123868
Bihar,JAMUI,241,Mohammad Shamsad Alam,RJD,69370
Bihar,JAMUI,241,Anil Prasad Sah,JNSRJP,5905
Bihar,JAMUI,241,Amrendra Alias Khokhan Singh,IND,4982
Bihar,JAMUI,241,Nota,NOTA,2687
Bihar,JAMUI,241,Santosh Kumar Yadav,IND,2528
Bihar,JAMUI,241,Sushant Kumar Singh,IND,1873
Bihar,JAMUI,241,Ramashish Yadav,AAAP,1396
Bihar,JAMUI,241,Mahavir Yadav,BSP,1392
Bihar,JAMUI,241,Rupesh Singh,IND,1251
Bihar,JAMUI,241,Md. Samir,IND,1151
Bihar,JAMUI,241,Pramod Mishra,SMJSTAD,422
Bihar,JAMUI,241,Om Prakash Yadav,IND,422
Bihar,JHAJHA,242,Damodar Rawat,JD(U),108317
Bihar,JHAJHA,242,Jay Prakash Narayan Yadav,RJD,104055
Bihar,JHAJHA,242,Mohammad Irfan,IND,9578
Bihar,JHAJHA,242,Nilendu Dutta Mishara,JNSRJP,6148
Bihar,JHAJHA,242,Nota,NOTA,4619
Bihar,JHAJHA,242,Amarjeet Kumar Singh,NPEP,3278
Bihar,JHAJHA,242,Ravindra Yadav,IND,3141
Bihar,JHAJHA,242,Shivaraj Yadav,BSP,2007
Bihar,JHAJHA,242,Nemo Devi,IND,1759
Bihar,JHAJHA,242,Kedar Kumar Mandal,APNJNTP,964
Bihar,CHAKAI,243,Savitri Devi,RJD,80357
Bihar,CHAKAI,243,Sumit Kumar Singh,JD(U),67385
Bihar,CHAKAI,243,Sanjay Prasad,IND,48065
Bihar,CHAKAI,243,Chandan Kumar Singh,IND,12502
Bihar,CHAKAI,243,Alijaveth Soren,IND,6828
Bihar,CHAKAI,243,Nota,NOTA,4522
Bihar,CHAKAI,243,Sosana Murmu,IND,3980
Bihar,CHAKAI,243,Allaudin Ansari,RASLJP,3667
Bihar,CHAKAI,243,Ranjit Kumar Verma,IND,2394
Bihar,CHAKAI,243,Rahul Kumar,JNSRJP,1898
Bihar,CHAKAI,243,Naresh Kumar Sharma,JRJP,1265
