ST_CODE,ST_NAME,PC_NO,PC_NAME,CANDIDATE,CANDIDATE_SEX,CANDIDATE_AGE,CANDIDATE_CATEGORY,PARTY,VOTES
S01,Andhra Pradesh,,Nellore,Shaik Mahaboob Basha (Mabu),M,35,GEN,RPI(A),1319
S01,Andhra Pradesh,,Nellore,Sannapureddy Suresh Reddy,M,58,GEN,BJP,12513
S01,Andhra Pradesh,,Nellore,Dr.S.Suresh Babu,M,42,GEN,IND,1482
S01,Andhra Pradesh,,Nellore,Narasapuram Prasad,M,50,GEN,IND,2399
S01,Andhra Pradesh,,Tirupati,Panabaka Lakshmi,F,60,SC,TDP,494501
S01,Andhra Pradesh,,Tirupati,Kattamanchi Prabhakar,M,50,SC,IND,1430
S01,Andhra Pradesh,,Tirupati,Chintamohan,M,64,SC,INC,24039
S01,Andhra Pradesh,,Tirupati,"Neeruguttu Nagesh, M.A., Philosophy",M,32,SC,JPD,913
S01,Andhra Pradesh,,Tirupati,Viruvuru Sudhakar,M,36,SC,VJNP,998
S01,Andhra Pradesh,,Tirupati,Balli Durga Prasad Rao,M,63,SC,YSRCP,722877
S01,Andhra Pradesh,,Tirupati,M.Solomon,M,65,SC,ARPS,1563
S01,Andhra Pradesh,,Tirupati,Karra Siva (Pyramid Siva),M,29,SC,PPOI,1003
S01,Andhra Pradesh,,Tirupati,Bommi Srihari Rao,M,44,SC,BJP,16125
S01,Andhra Pradesh,,Tirupati,K.S.Munirathnam,M,65,SC,IND,2119
S01,Andhra Pradesh,,Tirupati,Doctor Daggumati Sreehari Rao,M,52,SC,BSP,20971
S01,Andhra Pradesh,,Tirupati,Bokkam.Ramesh,M,43,SC,VCK,1195
S01,Andhra Pradesh,,Rajampet,P.V.Midhun Reddy,M,42,GEN,YSRCP,702211
S01,Andhra Pradesh,,Rajampet,Pasupuleti Venkataramana Royal,M,42,GEN,IND,3821
S01,Andhra Pradesh,,Rajampet,Syed Mukarram,M,42,GEN,JnP,33986
S01,Andhra Pradesh,,Rajampet,D A Sathya Prabha,F,68,GEN,TDP,433927
S01,Andhra Pradesh,,Rajampet,M.Shajahan Basha (Jaha),M,48,GEN,INC,21150
S01,Andhra Pradesh,,Rajampet,Naresh Kumar Poojala,M,25,GEN,IND,1768
S01,Andhra Pradesh,,Rajampet,Asadi.Venkatadri,M,60,SC,RKSP,3460
S01,Andhra Pradesh,,Rajampet,Karimulla Khan Pattan,M,40,GEN,NavaP,1135
S01,Andhra Pradesh,,Rajampet,Khader Vali Shaik,M,35,GEN,IUML,1557
S01,Andhra Pradesh,,Chittoor,Naramalli Siva Prasad,M,67,SC,TDP,549521
S01,Andhra Pradesh,,Chittoor,N.Reddeppa,M,68,SC,YSRCP,686792
S01,Andhra Pradesh,,Chittoor,Pallipattu.Abhinav Vishnu,M,27,SC,MPP,3445
S01,Andhra Pradesh,,Chittoor,Cheemala.Rangappa,M,60,SC,INC,24643
S01,Andhra Pradesh,,Chittoor,C.Punyamurthy,M,45,SC,BSP,20062
S01,Andhra Pradesh,,Chittoor,Jayaram Duggani,M,70,SC,BJP,10496
S01,Andhra Pradesh,,Chittoor,A.Hemanth,M,28,SC,IND,2094
S01,Andhra Pradesh,,Chittoor,P.Ramachandran,M,42,SC,IND,1863
S02,Arunachal Pradesh,,Arunachal west,Kiren Rijiju,M,47,ST,BJP,225796
S02,Arunachal Pradesh,,Arunachal west,Rumak Jomoh,M,32,ST,IND,1946
S02,Arunachal Pradesh,,Arunachal west,Jarjum Ete,F,56,ST,JD(S),43920
S02,Arunachal Pradesh,,Arunachal west,Jomin Nyokir Kara,M,38,ST,AIFB,1921
S02,Arunachal Pradesh,,Arunachal west,Khyoda Apik,M,42,ST,NPEP,27119
S02,Arunachal Pradesh,,Arunachal west,Nabam Tuki,M,51,ST,INC,50953
S02,Arunachal Pradesh,,Arunachal west,Subu Kechi,M,45,ST,PPA,4766
S02,Arunachal Pradesh,,Arunachal east,Tapir Gao,M,54,ST,BJP,153883
S02,Arunachal Pradesh,,Arunachal east,Lowangcha Wanglat,M,69,ST,INC,83935
S02,Arunachal Pradesh,,Arunachal east,C.C.Singpho,M,68,ST,IND,11493
S02,Arunachal Pradesh,,Arunachal east,Mongol Yomso,M,47,ST,PPA,22937
S02,Arunachal Pradesh,,Arunachal east,Bandey Mili,M,38,ST,JD(S),15958
S03,Assam,,Karimganj,Swarup Das,M,37,SC,INC,120452
S03,Assam,,Karimganj,Chandan Das,M,27,SC,AITC,4870
S03,Assam,,Karimganj,Radheshyam Biswas,M,66,SC,AIUDF,434657
S03,Assam,,Karimganj,Probash Chandra Sarkar,M,47,SC,SUCI(C),1166
S03,Assam,,Karimganj,Kripanath Mallah,M,46,SC,BJP,473046
S03,Assam,,Karimganj,Parikshit Roy,M,48,SC,IND,2765
S03,Assam,,Karimganj,Ajoy Kumar Sarkar,M,64,SC,AIFB,1538
S03,Assam,,Karimganj,Anupam Singha,M,34,SC,IND,1069
S03,Assam,,Karimganj,Nikhil Ranjan Das,M,50,SC,HND,2519
S03,Assam,,Karimganj,Satyajit Das,M,35,SC,IND,2988
S03,Assam,,Karimganj,Raju Das,M,43,SC,IND,2111
S03,Assam,,Karimganj,Harilal Rabidas,M,43,SC,IND,2822
S03,Assam,,Karimganj,Rabindra Chandra Das,M,52,SC,IND,1719
S03,Assam,,Karimganj,Ramnarayan Suklabaidya,M,59,SC,IND,1795
S03,Assam,,Silchar,Rajdeep Roy,M,48,GEN,BJP,499414
S03,Assam,,Silchar,Sushmita Dev,F,46,GEN,INC,417818
S03,Assam,,Silchar,Shyam Deo Kurmi,M,66,GEN,SUCI(C),1095
S03,Assam,,Silchar,Shuvadip Datta,M,52,GEN,IND,1535
S03,Assam,,Silchar,Nazia Yasmin Mazumdar,F,38,GEN,NPEP,5693
S03,Assam,,Silchar,Hitabrata Roy,M,75,GEN,AITC,3514
S03,Assam,,Silchar,Badrul Islam Barbhuiya,M,44,GEN,AIFB,840
S03,Assam,,Silchar,Mohendra Chandra Das,M,44,SC,IND,1655
S03,Assam,,Silchar,Ashitava Dutta,M,44,GEN,IND,813
S03,Assam,,Silchar,Sabindra Das,M,38,SC,IND,3985
S03,Assam,,Silchar,Ashutosh Bhattacharjee,M,42,GEN,IND,1507
S03,Assam,,Silchar,Nazmul Haque Laskar,M,48,GEN,IND,1820
S03,Assam,,Silchar,Puran Lal Goala,M,29,GEN,IND,1460
S03,Assam,,Autonomous district,Horen Sing Bey,M,49,ST,BJP,381316
S03,Assam,,Autonomous district,Biren Singh Engti,M,76,ST,INC,141690
S03,Assam,,Autonomous district,Jones Ingti Kathar,M,68,ST,IND,39583
S03,Assam,,Autonomous district,Lienkhochon,M,39,ST,NPEP,10037
S03,Assam,,Autonomous district,Holiram Terang,M,61,ST,ASDC,36915
S03,Assam,,Dhubri,Badruddin Ajmal,M,63,GEN,AIUDF,718764
S03,Assam,,Dhubri,Nurul Islam Choudhury,M,67,GEN,AITC,12895
S03,Assam,,Dhubri,Surat Jaman Mondal,M,64,GEN,SUCI(C),4325
S03,Assam,,Dhubri,Shajahan Sheikh,M,49,GEN,VPI,5628
S03,Assam,,Dhubri,Mehbubar Rahman,M,46,GEN,RPI(A),4250
S03,Assam,,Dhubri,Anamika Sarkar,F,43,GEN,IND,5589
S03,Assam,,Dhubri,Zabed Islam,M,50,GEN,AGP,399733
S03,Assam,,Dhubri,Abu Taher Bepari,M,52,GEN,INC,492506
S03,Assam,,Dhubri,Alakesh Roy,M,39,GEN,HND,7780
S03,Assam,,Dhubri,Rukunur Zaman,M,41,GEN,IND,4393
S03,Assam,,Dhubri,Uttam Kumar Ray,M,36,GEN,IND,3321
S03,Assam,,Dhubri,Shukur Ali,M,25,GEN,IND,7774
S03,Assam,,Dhubri,Zohirul Islam Khan,M,35,GEN,PUJP,2859
S03,Assam,,Dhubri,Nripen Das,M,45,SC,BNJD,2072
S03,Assam,,Dhubri,Mir Hussain Sarkar,M,28,GEN,IND,4138
S03,Assam,,Kokrajhar,Rajesh Narzary,M,45,ST,VPI,13908
S03,Assam,,Kokrajhar,Pramila Rani Brahma,F,69,ST,BOPF,446774
S03,Assam,,Kokrajhar,Naba Kumar Sarania,M,50,ST,IND,484560
S03,Assam,,Kokrajhar,Biraj Deka,M,26,ST,CPM,28128
S03,Assam,,Kokrajhar,Charan Iswary,M,39,ST,PUJP,9827
S03,Assam,,Kokrajhar,Sabda Ram Rabha,M,50,ST,INC,147118
S03,Assam,,Kokrajhar,Urkhao Gwra Brahma,M,56,ST,UPPL,312435
S03,Assam,,Kokrajhar,Ranjoy Kr.Brahma,M,30,ST,IND,10788
S03,Assam,,Kokrajhar,Prasanjit Kumar Das,M,32,ST,IND,9959
S03,Assam,,Barpeta,Chitralekha Das,F,64,GEN,SUCI(C),2382
S03,Assam,,Barpeta,Ashahak Ali Dewan,M,65,GEN,AITC,20466
S03,Assam,,Barpeta,Bhadreswar Barman,M,45,GEN,NRCong,2214
S03,Assam,,Barpeta,Kumar Deepak Das,M,66,GEN,AGP,504866
S03,Assam,,Barpeta,Rafiqul Islam,M,44,GEN,AIUDF,248667
S03,Assam,,Barpeta,Abdul Khaleque,M,44,GEN,INC,645173
S03,Assam,,Barpeta,Rejaul Karim,M,36,GEN,RPI(A),3350
S03,Assam,,Barpeta,Matiar Rahman,M,35,GEN,TNRMPI,3973
S03,Assam,,Barpeta,Arfan Ali,M,37,GEN,IND,2799
S03,Assam,,Barpeta,Saniara Parbin,F,29,GEN,VPI,3437
S03,Assam,,Barpeta,Aroon Barooa,M,62,GEN,PUJP,3618
S03,Assam,,Barpeta,Santanu Mukherjee,M,44,GEN,BGanP,5408
S03,Assam,,Barpeta,Pranabjyoti Das Rajbonshi,M,45,GEN,NPEP,2462
S03,Assam,,Gauhati,Manoj Sharma,M,45,GEN,AITC,10141
S03,Assam,,Gauhati,Bobbeeta Sharma,F,52,GEN,INC,663330
S03,Assam,,Gauhati,Queen Oja,F,67,GEN,BJP,1008936
S03,Assam,,Gauhati,Pankaj Das,M,48,GEN,SwaBP,4110
S03,Assam,,Gauhati,Avijit Chakraborty,M,49,GEN,BGanP,2351
S03,Assam,,Gauhati,Upamanyu Hazarika,M,53,GEN,IND,21193
S03,Assam,,Gauhati,Faruk Ahmed Bhuyan,M,40,GEN,IND,9044
S03,Assam,,Gauhati,Junmoni Devi Khaund,F,43,GEN,IND,5483
S03,Assam,,Gauhati,Rajib Kakati,M,46,GEN,HND,2122
S03,Assam,,Gauhati,Ratul Kumar Choudhury,M,47,GEN,SP,2383
S03,Assam,,Gauhati,Partha Pratim Baruah,M,30,GEN,VPI,2590
S03,Assam,,Gauhati,Sadek Ali,M,48,GEN,RPI(A),3650
S03,Assam,,Gauhati,Shankha Sinha,M,46,GEN,IND,7849
S03,Assam,,Gauhati,Utpal Borgohain,M,52,GEN,IND,2753
S03,Assam,,Gauhati,Alimuddin Ahmed,M,47,GEN,IND,2836
S03,Assam,,Gauhati,Rubi Neog,F,40,GEN,NRCong,2064
S03,Assam,,Gauhati,Mamoni Sarma,F,55,GEN,PUJP,2456
S03,Assam,,Mangaldoi,Dilip Saikia,M,45,GEN,BJP,735469
S03,Assam,,Mangaldoi,Biren Basak,M,44,GEN,BGanP,2524
S03,Assam,,Mangaldoi,Prodeep Kumar Daimary,M,55,ST,UPPL,103870
S03,Assam,,Mangaldoi,Bhubaneswar Kalita,M,67,GEN,INC,596924
S03,Assam,,Mangaldoi,Ainul Haque,M,36,GEN,AJM,4249
S03,Assam,,Mangaldoi,Swarnalata Chaliha,F,44,GEN,SUCI(C),3829
S03,Assam,,Mangaldoi,Jayanta Kumar Kalita,M,41,GEN,IND,7806
S03,Assam,,Mangaldoi,Mani Ram Basumatary,M,41,ST,HND,3898
S03,Assam,,Mangaldoi,Gandheshwar Mochahari,M,47,ST,VPI,11245
S03,Assam,,Mangaldoi,Kazi Nekib Ahmed,M,60,GEN,IND,7135
S03,Assam,,Mangaldoi,Sudhendu Mohan Talukdar,M,43,GEN,AITC,10640
S03,Assam,,Tezpur,Ziabur Rahman Khan,M,36,GEN,IND,5104
S03,Assam,,Tezpur,Mahendra Bhuyan,M,67,GEN,NCP,6483
S03,Assam,,Tezpur,Pallab Lochan Das,M,41,GEN,BJP,684166
S03,Assam,,Tezpur,M.G.V.K.Bhanu,M,60,GEN,INC,441325
S03,Assam,,Tezpur,Mahendra Orang,M,41,GEN,VPI,7966
S03,Assam,,Tezpur,Bijoy Kumar Tiru,M,68,GEN,IND,23646
S03,Assam,,Tezpur,Ram Bahadur Sunar,M,50,GEN,NPEP,5880
S03,Assam,,Nowgong,Saiful Islam Choudhury,M,52,GEN,AJM,3421
S03,Assam,,Nowgong,Pradyut Bordoloi,M,59,GEN,INC,739724
S03,Assam,,Nowgong,Sri Rupak Sharma,M,46,GEN,BJP,722972
S03,Assam,,Nowgong,Azgor Ali,M,38,GEN,PUJP,3655
S03,Assam,,Nowgong,Zakir Hussain,M,43,GEN,IND,4315
S03,Assam,,Nowgong,Sukanta Mazumdar,M,36,SC,BGanP,2756
S03,Assam,,Nowgong,Sahadeb Das,M,54,SC,AITC,5875
S03,Assam,,Kaliabor,Sri Bhaskar Sarmah,M,33,GEN,IND,7355
S03,Assam,,Kaliabor,Gaurav Gogoi,M,36,GEN,INC,786092
S03,Assam,,Kaliabor,Md.Hariqul Islam Bhuyan,M,51,GEN,AJM,5270
S03,Assam,,Kaliabor,Sri Jiten Gogoi,M,57,GEN,IND,18344
S03,Assam,,Kaliabor,Abdul Aziz,M,60,GEN,NPEP,9903
S03,Assam,,Kaliabor,Moni Madhab Mahanta,M,41,GEN,AGP,576098
S03,Assam,,Kaliabor,Shree Diganta Kumar Saikia,M,48,GEN,HND,5712
S03,Assam,,Jorhat,Kanak Gogoi,M,42,GEN,CPI,17849
S03,Assam,,Jorhat,Sushanta Borgohain,M,44,GEN,INC,460635
S03,Assam,,Jorhat,Topon Kumar Gogoi,M,50,GEN,BJP,543288
S03,Assam,,Jorhat,Kamala Raj Konwar,M,60,GEN,NPEP,4996
S03,Assam,,Jorhat,Ribulaya Gogoi,F,38,GEN,AITC,6121
S03,Assam,,Jorhat,Raj Kumar Duwara,M,33,GEN,AIFB,3438
S03,Assam,,Jorhat,Arbin Kumar Boruah,M,34,GEN,IND,3588
S03,Assam,,Jorhat,Nandita Nag,F,47,GEN,IND,5481
S03,Assam,,Dibrugarh,Rameswar Teli,M,48,GEN,BJP,659583
S03,Assam,,Dibrugarh,Paban Singh Ghatowar,M,67,GEN,INC,295017
S03,Assam,,Dibrugarh,Nurul Huda Imdadul Islam Saikia,M,51,GEN,IND,5599
S03,Assam,,Dibrugarh,Dr.Titus Bhengra,M,60,GEN,BMUP,6933
S03,Assam,,Dibrugarh,Rubul Buragohain,M,43,GEN,IND,8112
S03,Assam,,Dibrugarh,Israil Nanda,M,62,GEN,IND,5687
S03,Assam,,Dibrugarh,Apurba Saikia,M,44,GEN,IND,3811
S03,Assam,,Dibrugarh,Bhaben Baruah,M,59,GEN,NPEP,9718
S03,Assam,,Lakhimpur,Anil Borgohain,M,51,GEN,INC,425855
S03,Assam,,Lakhimpur,Hem Kanta Miri,M,37,ST,SUCI(C),4034
S03,Assam,,Lakhimpur,Pradan Baruah,M,53,ST,BJP,776406
S03,Assam,,Lakhimpur,Arup Kalita,M,51,GEN,CPI,13378
S03,Assam,,Lakhimpur,R.Anbuchezhian,M,48,SC,NCP,4527
S03,Assam,,Lakhimpur,Amiya Kumar Handique,M,65,GEN,CPM,12809
S03,Assam,,Lakhimpur,Ubaidur Rahman,M,36,GEN,AJM,8738
S03,Assam,,Lakhimpur,Ambaz Uddin,M,51,GEN,IND,3890
S03,Assam,,Lakhimpur,Dilip Moran,M,52,GEN,ADRP,8285
S03,Assam,,Lakhimpur,Bhupen Narah,M,56,ST,VPI,5581
S03,Assam,,Lakhimpur,Probhu Lal Vaisnava,M,44,GEN,IND,4866
S04,Bihar,,Valmiki nagar,Baidyanath Prasad Mahto,M,62,GEN,JD(U),602660
S04,Bihar,,Valmiki nagar,Deepak Yadav,M,42,GEN,BSP,62963
S04,Bihar,,Valmiki nagar,Manoj Kumar,M,29,GEN,JKiP,4175
S04,Bihar,,Valmiki nagar,Shashwat Kedar,M,32,GEN,INC,248044
S04,Bihar,,Valmiki nagar,Bhola Ray,M,57,GEN,SBSP,7871
S04,Bihar,,Valmiki nagar,Ramesh Prasad,M,52,GEN,IND,8964
S04,Bihar,,Valmiki nagar,Shiv Kumar Chaudhary,M,55,GEN,BBC,4825
S04,Bihar,,Valmiki nagar,Durgesh Singh Chauhan,M,40,GEN,BLND,7917
S04,Bihar,,Valmiki nagar,Rakesh Kewat,M,35,GEN,RAHIS,12811
S04,Bihar,,Valmiki nagar,Rajesh Kushwaha,M,27,GEN,RSJVP,4583
S04,Bihar,,Valmiki nagar,Sushma Devi,F,38,GEN,SHS,11933
S04,Bihar,,Valmiki nagar,Munna Singh,M,46,GEN,IND,6136
S04,Bihar,,Valmiki nagar,Suresh Sah,M,54,GEN,IND,14870
S04,Bihar,,Paschim champaran,Dr.Sanjay Jaiswal,M,54,GEN,BJP,603706
S04,Bihar,,Paschim champaran,Brijesh Kumar Kushwaha,M,41,GEN,BLSP,309800
S04,Bihar,,Paschim champaran,Vikas Kumar Prasad,M,28,GEN,IND,8684
S04,Bihar,,Paschim champaran,Ratan Kumar Sarkar,M,66,GEN,IND,4230
S04,Bihar,,Paschim champaran,Bipin Nath Tiwari Alias Bipin Tiwari,M,45,GEN,LAJSP,9868
S04,Bihar,,Paschim champaran,Nafish Ahmad,M,47,GEN,IND,5497
S04,Bihar,,Paschim champaran,Rakesh Kumar,M,39,GEN,BSP,11427
S04,Bihar,,Paschim champaran,Ajay Kumar Sinha,M,57,GEN,IND,3224
S04,Bihar,,Paschim champaran,Sanjay Kumar Patel,M,39,GEN,IND,10801
S04,Bihar,,Purvi champaran,Radha Mohan Singh,M,69,GEN,BJP,577787
S04,Bihar,,Purvi champaran,Aakash Kumar Singh,M,27,GEN,BLSP,284139
S04,Bihar,,Purvi champaran,Prabhakar Jaiswal,M,55,GEN,CPI,10274
S04,Bihar,,Purvi champaran,Pradeep Singh,M,39,GEN,IND,6884
S04,Bihar,,Purvi champaran,Sachin Paswan,M,34,SC,RAHIS,12080
S04,Bihar,,Purvi champaran,Muneshwar Tiwari,M,50,GEN,IND,2767
S04,Bihar,,Purvi champaran,Parasnath Ram,M,42,SC,JP,1812
S04,Bihar,,Purvi champaran,Vinay Kumar Sriwastava,M,38,GEN,RSPSR,2343
S04,Bihar,,Purvi champaran,Shobha Devi,F,42,GEN,SSD,14027
S04,Bihar,,Purvi champaran,Shatrughna Tiwari,M,59,GEN,BJKVP,4704
S04,Bihar,,Purvi champaran,Devendra Singh,M,35,GEN,RSJVP,1914
S04,Bihar,,Purvi champaran,Rajiv Ranjan,M,44,GEN,JDR,1624
S04,Bihar,,Purvi champaran,Satyam Yadav,M,30,GEN,BNDl,17741
S04,Bihar,,Purvi champaran,Parasnath Pandey,M,59,GEN,JPS,1793
S04,Bihar,,Purvi champaran,Shakti Kumar,M,27,GEN,IND,5359
S04,Bihar,,Purvi champaran,Ramchandra Sah,M,69,GEN,RJBP,6402
S04,Bihar,,Purvi champaran,Dinesh Sahani,M,34,GEN,RMGP,9311
S04,Bihar,,Purvi champaran,Aniket Ranjan,M,28,GEN,IND,2058
S04,Bihar,,Purvi champaran,Randhir Kumar Tiwari,M,31,GEN,ASDHP,1406
S04,Bihar,,Purvi champaran,Md.Ajmer Alam,M,35,GEN,IND,6051
S04,Bihar,,Purvi champaran,Shekh Seraj,M,25,GEN,AKBHAD,4378
S04,Bihar,,Purvi champaran,Manoj Tiwari,M,39,GEN,IND,1840
S04,Bihar,,Sheohar,Upendra Sahani,M,46,GEN,RJBP,7281
S04,Bihar,,Sheohar,Rama Devi,F,69,GEN,BJP,608678
S04,Bihar,,Sheohar,Prabhu Narayan,M,47,GEN,SHS,2499
S04,Bihar,,Sheohar,Syed Faisal Ali,M,52,GEN,RJD,268318
S04,Bihar,,Sheohar,Shyam Kumar,M,38,SC,RAHIS,5066
S04,Bihar,,Sheohar,Vijay Nandan Paswan,M,31,SC,IND,11138
S04,Bihar,,Sheohar,Ram Dayal Prasad,M,67,GEN,IND,3142
S04,Bihar,,Sheohar,Mukesh Kumar Jha,M,30,GEN,BSP,12470
S04,Bihar,,Sheohar,Devendra Prasad Singh,M,50,GEN,AIFB,2640
S04,Bihar,,Sheohar,Jagdish Prasad,M,41,GEN,BJKVP,4563
S04,Bihar,,Sheohar,Anil Kumar,M,47,GEN,JANADIP,5779
S04,Bihar,,Sheohar,Kedar Nath Prasad,M,73,GEN,IND,18426
S04,Bihar,,Sheohar,Raj Kumar Parsad,M,44,GEN,IND,13704
S04,Bihar,,Sheohar,Shamim Alam,M,51,GEN,NCP,13269
S04,Bihar,,Sheohar,Abul Kalam Khan,M,44,GEN,IND,6084
S04,Bihar,,Sheohar,Anil Kumar Tiwari,M,51,GEN,IND,10679
S04,Bihar,,Sheohar,Nabi Hussain,M,54,GEN,BHAPRAP,1992
S04,Bihar,,Sheohar,Anand Kumar Maurya,M,36,GEN,BJAZP,1814
S04,Bihar,,Sitamarhi,Thakur Chandan Kumar Singh,M,34,GEN,IND,7287
S04,Bihar,,Sitamarhi,Sunil Kumar Pintu,M,58,GEN,JD(U),567745
S04,Bihar,,Sitamarhi,Arjun Ray,M,47,GEN,RJD,317206
S04,Bihar,,Sitamarhi,Raj Kishore Prasad,M,52,GEN,PBI,5965
S04,Bihar,,Sitamarhi,Vinod Sah,M,48,GEN,IND,17724
S04,Bihar,,Sitamarhi,Chandrika Prasad,M,44,GEN,IND,2663
S04,Bihar,,Sitamarhi,Amit Chaudhary Urf Madhav Chaudhary,M,42,GEN,IND,9837
S04,Bihar,,Sitamarhi,Mahesh Nandan Singh,M,55,GEN,IND,17270
S04,Bihar,,Sitamarhi,Raghunath Kumar,M,47,GEN,AAAP,9009
S04,Bihar,,Sitamarhi,Mohan Sah,M,61,GEN,KPOI,3064
S04,Bihar,,Sitamarhi,Ramesh Kumar Mishra,M,48,GEN,IND,11056
S04,Bihar,,Sitamarhi,Dr.Junaid Khan,M,31,GEN,IND,3298
S04,Bihar,,Sitamarhi,Nand Kishore Gupta,M,47,GEN,IND,6588
S04,Bihar,,Sitamarhi,Braj Kishor,M,58,GEN,AIFB,6307
S04,Bihar,,Sitamarhi,Lalbabu Paswan,M,55,SC,IND,5192
S04,Bihar,,Sitamarhi,Dharmendra Kumar,M,33,GEN,IND,20487
S04,Bihar,,Sitamarhi,Jasem Ahamad,M,41,GEN,BSP,7112
S04,Bihar,,Sitamarhi,Ravindra Kumar Chandra Urf Dr.Raja Babu,M,35,SC,BMtrP,2475
S04,Bihar,,Sitamarhi,Surendra Kumar,M,45,GEN,BJKVP,4240
S04,Bihar,,Sitamarhi,Shashi Kumar Singh,M,70,GEN,IND,4006
S04,Bihar,,Madhubani,Ashok Kumar Yadav,M,49,GEN,BJP,595843
S04,Bihar,,Madhubani,Dhaneshwar Mahto,M,43,GEN,BMtrP,6322
S04,Bihar,,Madhubani,Ranjit Kumar,M,29,SC,BMUP,4524
S04,Bihar,,Madhubani,Badri Kumar Purbey,M,46,GEN,VSIP,140903
S04,Bihar,,Madhubani,Subhash Chandra Jha,M,50,GEN,RJBP,5677
S04,Bihar,,Madhubani,Abhijit Kumar Singh,M,58,GEN,IND,4069
S04,Bihar,,Madhubani,Dr.Shakeel Ahmad,M,63,GEN,IND,131530
S04,Bihar,,Madhubani,Vidya Sagar Mandal,M,36,GEN,IND,6936
S04,Bihar,,Madhubani,Raju Kumar Raj,M,54,GEN,IND,5695
S04,Bihar,,Madhubani,Satish Chandra Jha,M,51,GEN,PUJP,5074
S04,Bihar,,Madhubani,Ram Swarup Bharti,M,63,SC,VPI,2819
S04,Bihar,,Madhubani,Abubakar Rahmani,M,30,GEN,IND,12492
S04,Bihar,,Madhubani,Anand Kumar Jha,M,39,GEN,AKBMP,10127
S04,Bihar,,Madhubani,Hema Jha,F,57,GEN,IND,14254
S04,Bihar,,Madhubani,Rekha Ranjan Yadav,F,30,GEN,RPI(A),4566
S04,Bihar,,Madhubani,Md.Khalique Ansari,M,26,GEN,PSPL,2726
S04,Bihar,,Madhubani,Anil Kumar Sah,M,35,GEN,IND,4528
S04,Bihar,,Jhanjharpur,Lakshman Prasad Yadav,M,34,GEN,RPI(A),5717
S04,Bihar,,Jhanjharpur,Devendra Prasad Yadav,M,65,GEN,SJDD,25630
S04,Bihar,,Jhanjharpur,Sanjay Bhartia,M,31,GEN,IND,10062
S04,Bihar,,Jhanjharpur,Ramesh Kumar Kamat,M,32,GEN,AAM,4792
S04,Bihar,,Jhanjharpur,Ramanand Thakur,M,48,GEN,SHS,4446
S04,Bihar,,Jhanjharpur,Bablu Gupta,M,34,GEN,IND,6908
S04,Bihar,,Jhanjharpur,Ramprit Mandal,M,63,GEN,JD(U),602391
S04,Bihar,,Jhanjharpur,Surendra Prasad Suman,M,51,GEN,AIFB,4964
S04,Bihar,,Jhanjharpur,Raj Kumar Singh,M,63,GEN,BSP,9066
S04,Bihar,,Jhanjharpur,Prabhat Prasad,M,65,GEN,SBSP,8429
S04,Bihar,,Jhanjharpur,Ganpati Jha,M,53,GEN,IND,21632
S04,Bihar,,Jhanjharpur,Om Prakash Poddar,M,45,GEN,IND,21988
S04,Bihar,,Jhanjharpur,Chhedi Ram,M,40,SC,BMtrP,3940
S04,Bihar,,Jhanjharpur,Ratneshwar Jha,M,55,GEN,AMiP,3548
S04,Bihar,,Jhanjharpur,Bipeen Kumar Singhwait,M,29,GEN,IND,29506
S04,Bihar,,Jhanjharpur,Ganga Prasad Yadav,M,36,GEN,PPID,8900
S04,Bihar,,Jhanjharpur,Gulab Yadav,M,51,GEN,RJD,279440
S04,Bihar,,Supaul,Dileshwar Kamait,M,73,GEN,JD(U),597377
S04,Bihar,,Supaul,Krishan Dev Mandal,M,50,GEN,RVNP,3552
S04,Bihar,,Supaul,Sudhakar Jha,M,50,GEN,IND,4799
S04,Bihar,,Supaul,Ranjeet Ranjan,F,46,GEN,INC,330524
S04,Bihar,,Supaul,Sanjeet Kumar Choudhary,M,41,GEN,AJPR,11093
S04,Bihar,,Supaul,Binod Kumar Sahu,M,50,GEN,IND,19277
S04,Bihar,,Supaul,Rajesh Kumar S/O- Jawahar Lal Das,M,28,GEN,IND,6729
S04,Bihar,,Supaul,Sanjay Sardar,M,40,SC,LSD,6313
S04,Bihar,,Supaul,Md.Afroj Alam,M,29,GEN,IND,6997
S04,Bihar,,Supaul,Dinesh Prasad Yadav,M,52,GEN,IND,23045
S04,Bihar,,Supaul,Kiran Devi,F,32,SC,BSP,11108
S04,Bihar,,Supaul,Pramod Kumar Nirala,M,48,GEN,VCSMP,4043
S04,Bihar,,Supaul,Satya Narayan Mehta,M,59,GEN,JANADIP,6336
S04,Bihar,,Supaul,Sandip Kumar Singh,M,41,GEN,IND,11534
S04,Bihar,,Supaul,Naveen Kumar Singh,M,39,GEN,BLND,3010
S04,Bihar,,Supaul,Anand Pathak,M,32,GEN,IND,15392
S04,Bihar,,Supaul,Md.Abul Kalam Azad,M,27,ST,JHP,13693
S04,Bihar,,Supaul,Dip Narayan Mandal,M,61,GEN,SHS,2775
S04,Bihar,,Supaul,Bhim Kumar Gupta,M,41,GEN,JKNPP,3545
S04,Bihar,,Supaul,Rajesh Kumar S/O- Yugeshwar Sah,M,26,GEN,IND,20320
S04,Bihar,,Araria,Sarfaraz Alam,M,50,GEN,RJD,481193
S04,Bihar,,Araria,Ram Nrayan Bharti,M,46,GEN,BSP,10294
S04,Bihar,,Araria,Sudama Singh,M,54,GEN,BLND,2059
