ST_NAME,PC_NAME,PC_NO,CANDIDATE,PARTY,VOTES
Punjab,Firozpur,10,PREM CHAND BOONGI,OTH,1947
Punjab,Firozpur,10,AJIT SINGH,OTH,1615
Punjab,Firozpur,10,SURINDER KUMAR BANSAL,IND,1540
Punjab,Firozpur,10,HARPREET SINGH,IND,1538
Punjab,Firozpur,10,KULDEEP SINGH,OTH,1490
Punjab,Firozpur,10,BALWINDER SINGH CHOHAN,OTH,1367
Punjab,Firozpur,10,BALWINDER SINGH,RPIA,1364
Punjab,Firozpur,10,GURCHARAN SINGH,IND,1342
Punjab,Firozpur,10,UMESH KUMAR,IND,1320
Punjab,Firozpur,10,BALWANT SINGH SAMMEWALI,OTH,1152
Punjab,Firozpur,10,MOHAN SINGH,IND,1078
Punjab,Firozpur,10,JASKARAN SINGH SIDHU,IND,971
Punjab,Firozpur,10,JASWANT SINGH KHATRI,IND,821
Punjab,Firozpur,10,CHAMKAUR SINGH,IND,642
Punjab,Firozpur,10,NOTA,NOTA,6100
Punjab,Gurdaspur,1,SUKHJINDER SINGH RANDHAWA,INC,364043
Punjab,Gurdaspur,1,DINESH SINGH BABBU,BJP,281182
Punjab,Gurdaspur,1,AMANSHER SINGH (SHERY KALSI),AAAP,277252
Punjab,Gurdaspur,1,DR. DALJIT SINGH CHEEMA,SAD,85500
Punjab,Gurdaspur,1,GURINDER SINGH BAJWA,OTH,25765
Punjab,Gurdaspur,1,SANT SEWAK,IND,5952
Punjab,Gurdaspur,1,RAJ KUMAR,BSP,4930
Punjab,Gurdaspur,1,SANTOSH KAUR,IND,4738
Punjab,Gurdaspur,1,SAMUEL SONI,IND,4440
Punjab,Gurdaspur,1,SURJIT SINGH,IND,3373
Punjab,Gurdaspur,1,SANJEEV SINGH,IND,2178
Punjab,Gurdaspur,1,SURINDER SINGH,IND,1782
Punjab,Gurdaspur,1,GURPREET KAUR BAJWA,IND,1709
Punjab,Gurdaspur,1,SANJEEV MANHAS,IND,1635
Punjab,Gurdaspur,1,ROBI MASIH,IND,1511
Punjab,Gurdaspur,1,SANTOSH KUMARI,OTH,1194
Punjab,Gurdaspur,1,RAMESH KUMAR TOLLA,OTH,1098
Punjab,Gurdaspur,1,AMIT AGGARWAL,IND,924
Punjab,Gurdaspur,1,TARSEM MASIH SAHOTA,IND,885
Punjab,Gurdaspur,1,TILAK RAJ,IND,805
Punjab,Gurdaspur,1,RANJODH SINGH,OTH,789
Punjab,Gurdaspur,1,I.S.GULATI,IND,699
Punjab,Gurdaspur,1,RAMESH LAL,OTH,657
Punjab,Gurdaspur,1,JAGDISH MASIH,IND,546
Punjab,Gurdaspur,1,JATINDER KUMAR SHARMA,OTH,461
Punjab,Gurdaspur,1,DARBARA SINGH,OTH,424
Punjab,Gurdaspur,1,NOTA,NOTA,3354
Punjab,Hoshiarpur,5,DR. RAJ KUMAR CHABBEWAL,AAAP,303859
Punjab,Hoshiarpur,5,YAMINI GOMAR,INC,259748
Punjab,Hoshiarpur,5,ANITA SOM PARKASH,BJP,199994
Punjab,Hoshiarpur,5,SOHAN SINGH THANDAL,SAD,91789
Punjab,Hoshiarpur,5,RANJIT KUMAR,BSP,48214
Punjab,Hoshiarpur,5,JASWANT SINGH,OTH,20923
Punjab,Hoshiarpur,5,JEEVAN SINGH TAMIL,OTH,4621
Punjab,Hoshiarpur,5,ROHIT KUMAR TINKU,IND,2419
Punjab,Hoshiarpur,5,RAJESH,OTH,2336
Punjab,Hoshiarpur,5,SONU SINGH PHAGWARA,IND,1884
Punjab,Hoshiarpur,5,DAVINDER SINGH,IND,1617
Punjab,Hoshiarpur,5,HARDEEP SINGH,OTH,1425
Punjab,Hoshiarpur,5,RAJPAL NADALI,OTH,1140
Punjab,Hoshiarpur,5,BHIMRAO YASHWANT AMBEDKAR,OTH,1041
Punjab,Hoshiarpur,5,SATPAL,IND,993
Punjab,Hoshiarpur,5,DAVINDER KUMAR SAROYA,OTH,930
Punjab,Hoshiarpur,5,NOTA,NOTA,5552
Punjab,Jalandhar,4,CHARANJIT SINGH CHANNI,INC,390053
Punjab,Jalandhar,4,SUSHIL KUMAR RINKU,BJP,214060
Punjab,Jalandhar,4,PAWAN KUMAR TINU,AAAP,208889
Punjab,Jalandhar,4,MOHINDER SINGH KAYPEE,SAD,67911
Punjab,Jalandhar,4,ADVOCATE BALWINDER KUMAR,BSP,64941
Punjab,Jalandhar,4,SARABJIT SINGH KHALSA,OTH,19284
Punjab,Jalandhar,4,MASTER PARSHOTAM LAL BILGA,CPM,5958
Punjab,Jalandhar,4,IQBAL CHAND MATTU,IND,1956
Punjab,Jalandhar,4,NEETU SHATTRA WALA,IND,1879
Punjab,Jalandhar,4,AMRISH BHAGAT,IND,1184
Punjab,Jalandhar,4,GURDEEP SINGH BITTU,IND,1113
Punjab,Jalandhar,4,RAJ KUMAR SAQI,OTH,1088
Punjab,Jalandhar,4,SONIA,RPIA,1055
Punjab,Jalandhar,4,RAJWANT KAUR KHALSA,OTH,952
Punjab,Jalandhar,4,BHAGAT GULSHAN AZAAD,OTH,930
Punjab,Jalandhar,4,RAMESH LAL KALA,IND,876
Punjab,Jalandhar,4,ASHOK KUMAR JAKHU,IND,743
Punjab,Jalandhar,4,BAL MUKAND BAWRA,OTH,591
Punjab,Jalandhar,4,PARAMJIT KAUR TEJI,IND,500
Punjab,Jalandhar,4,TARACHAND SHEELA,OTH,401
Punjab,Jalandhar,4,NOTA,NOTA,4743
Punjab,Khadoor Sahib,3,AMRITPAL SINGH,IND,404430
Punjab,Khadoor Sahib,3,KULBIR SINGH ZIRA,INC,207310
Punjab,Khadoor Sahib,3,LALJIT SINGH BHULLAR,AAAP,194836
Punjab,Khadoor Sahib,3,VIRSA SINGH VALTOHA,SAD,86416
Punjab,Khadoor Sahib,3,MANJIT SINGH MANNA,BJP,86373
Punjab,Khadoor Sahib,3,PARAMJIT SINGH,IND,12525
Punjab,Khadoor Sahib,3,CHAIN SINGH BAINKA,OTH,6739
Punjab,Khadoor Sahib,3,SATNAM SINGH,BSP,5066
Punjab,Khadoor Sahib,3,SARABJIT SINGH,IND,4836
Punjab,Khadoor Sahib,3,GURDIAL SINGH,CPI,3952
Punjab,Khadoor Sahib,3,ANOKH SINGH KATWAL,IND,2769
Punjab,Khadoor Sahib,3,GURPREET SINGH,IND,2609
Punjab,Khadoor Sahib,3,AJIT SINGH,IND,2535
Punjab,Khadoor Sahib,3,ARUN KUMAR,IND,2525
Punjab,Khadoor Sahib,3,SURJIT SINGH BHIKHIWIND,IND,2371
Punjab,Khadoor Sahib,3,KAWALJIT SINGH,IND,2294
Punjab,Khadoor Sahib,3,HARJINDER SINGH,IND,1970
Punjab,Khadoor Sahib,3,KANWALJIT SINGH,IND,1901
Punjab,Khadoor Sahib,3,PARMINDER SINGH,IND,1803
Punjab,Khadoor Sahib,3,JASWANT SINGH SOHAL,IND,1639
Punjab,Khadoor Sahib,3,LAKHBIR SINGH,IND,1421
Punjab,Khadoor Sahib,3,VIKRAMJIT SINGH,IND,1420
Punjab,Khadoor Sahib,3,VIJAY KUMAR,IND,1388
Punjab,Khadoor Sahib,3,DILBAGH SINGH,OTH,1374
Punjab,Khadoor Sahib,3,SIMRANJEET SINGH,IND,1341
Punjab,Khadoor Sahib,3,MAHINDER SINGH HAMIRA,IND,1046
Punjab,Khadoor Sahib,3,NAVEEN KUMAR SHARMA,OTH,824
Punjab,Khadoor Sahib,3,NOTA,NOTA,3452
Punjab,Ludhiana,7,AMRINDER SINGH RAJA WARRING,INC,322224
Punjab,Ludhiana,7,RAVNEET SINGH BITTU,BJP,301282
Punjab,Ludhiana,7,ASHOK PRASHAR PAPPI,AAAP,237077
Punjab,Ludhiana,7,RANJIT SINGH DHILLON,SAD,90220
Punjab,Ludhiana,7,KAMALJIT SINGH BRAR,IND,42500
Punjab,Ludhiana,7,AMRITPAL SINGH CHHANDRAN,OTH,18241
Punjab,Ludhiana,7,DAVINDER SINGH RAMGARHIA,BSP,10394
Punjab,Ludhiana,7,NARESH DHINGAAN,IND,2530
Punjab,Ludhiana,7,RAKESH KUMAR (RICKY),OTH,2091
Punjab,Ludhiana,7,ER. BALDEV RAJ KATNA (DEBI),IND,2086
Punjab,Ludhiana,7,PRITPAL SINGH,OTH,1824
Punjab,Ludhiana,7,DR. PALWINDER KAUR,IND,1768
Punjab,Ludhiana,7,SANJEEV KUMAR (SANJU),IND,1567
Punjab,Ludhiana,7,RAJIV KUMAR MEHRA,OTH,1518
Punjab,Ludhiana,7,BHUPINDER SINGH,OTH,1287
Punjab,Ludhiana,7,BALJIT SINGH,IND,1138
Punjab,Ludhiana,7,VIPAN KUMAR BATRA,IND,1041
Punjab,Ludhiana,7,AMANDEEP SINGH,OTH,987
Punjab,Ludhiana,7,PARAMJIT SINGH,IND,927
Punjab,Ludhiana,7,BALVINDER SINGH BITTA,IND,918
Punjab,Ludhiana,7,SIMRANDEEP SINGH,IND,912
Punjab,Ludhiana,7,DEVINDER BHAGRIA,OTH,860
Punjab,Ludhiana,7,KANIYA LAL (DR. KISHAN KUMAR),IND,820
Punjab,Ludhiana,7,SUDHIR KUMAR TRIPATHI,IND,770
Punjab,Ludhiana,7,GURDEEP SINGH KAHLON,IND,738
Punjab,Ludhiana,7,DR. DEVINDER SINGH GILL,OTH,695
Punjab,Ludhiana,7,KIRPAL SINGH KAPURI,IND,621
Punjab,Ludhiana,7,SANTOSH KUMAR,OTH,610
Punjab,Ludhiana,7,KAMAL PAWAR,IND,592
Punjab,Ludhiana,7,RAVINDER PAL SINGH BABA JI BARGAR WALE,IND,548
Punjab,Ludhiana,7,GURMEET SINGH KHARAY,IND,517
Punjab,Ludhiana,7,RUPINDER KUMAR,IND,467
Punjab,Ludhiana,7,CHANDI,IND,456
Punjab,Ludhiana,7,BALDEV SINGH SUMAN,IND,450
Punjab,Ludhiana,7,JAI - PARKASH JAIN (TITU BANIYA),IND,419
Punjab,Ludhiana,7,SHIVAM YADAV,OTH,415
Punjab,Ludhiana,7,HARVINDER KAUR,OTH,419
Punjab,Ludhiana,7,BHOLA SINGH,IND,411
Punjab,Ludhiana,7,DARSHAN SINGH DABA,OTH,390
Punjab,Ludhiana,7,KULDEEP KUMAR SHARMA,IND,383
Punjab,Ludhiana,7,VISHAL KUMAR ARORA,IND,344
Punjab,Ludhiana,7,KARNAIL SINGH,IND,340
Punjab,Ludhiana,7,RAJINDER GHAI,IND,284
Punjab,Ludhiana,7,NOTA,NOTA,5076
Punjab,Patiala,13,DR DHARAMVIRA GANDHI,INC,305616
Punjab,Patiala,13,DR BALBIR SINGH,AAAP,290785
Punjab,Patiala,13,PRENEET KAUR,BJP,288998
Punjab,Patiala,13,N K SHARMA,SAD,153978
Punjab,Patiala,13,PROF MOHINDER PAL SINGH,OTH,47274
Punjab,Patiala,13,JAGJIT SINGH CHHARBAR,BSP,22400
Punjab,Patiala,13,ARVINDER KUMAR,IND,3812
Punjab,Patiala,13,JAGDISH KUMAR,IND,3239
Punjab,Patiala,13,SUKHVINDER SINGH,IND,2894
Punjab,Patiala,13,JODH SINGH PARMAR KAULI,IND,2795
Punjab,Patiala,13,DEVINDER RAJPUT,OTH,2311
Punjab,Patiala,13,NEERAJ KUMAR NANNA,IND,2302
Punjab,Patiala,13,PARAMJIT SINGH S/O TARLOCHAN SINGH,IND,2267
Punjab,Patiala,13,AMARJIT SINGH JAGDE RAHO,OTH,1992
Punjab,Patiala,13,RANJIT SINGH,OTH,1967
Punjab,Patiala,13,GURBACHAN SINGH,IND,1594
Punjab,Patiala,13,PARAMJIT SINGH S/O BHAGWAN SINGH,IND,1569
Punjab,Patiala,13,VISHAL SHARMA,IND,1475
Punjab,Patiala,13,LABH SINGH PAL,IND,1443
Punjab,Patiala,13,CHAMKILA SINGH,IND,1228
Punjab,Patiala,13,KRISHAN KUMAR GABA,OTH,1008
Punjab,Patiala,13,MANDEEP SINGH,RSP,973
Punjab,Patiala,13,MAKHAN SINGH,IND,907
Punjab,Patiala,13,DIMPLE,IND,850
Punjab,Patiala,13,BINDER KAUR,IND,711
Punjab,Patiala,13,MANOJ KUMAR,IND,674
Punjab,Patiala,13,NOTA,NOTA,6681
Punjab,Sangrur,12,GURMEET SINGH MEET HAYER,AAAP,364085
Punjab,Sangrur,12,SUKHPAL SINGH KHAIRA,INC,191525
Punjab,Sangrur,12,SIMRANJIT SINGH MANN,OTH,187246
Punjab,Sangrur,12,ARVIND KHANNA,BJP,128253
Punjab,Sangrur,12,IQBAL SINGH JHUNDAN,SAD,62488
Punjab,Sangrur,12,MAKHAN SINGH,BSP,37731
Punjab,Sangrur,12,PARDEEP KUMAR,OTH,5139
Punjab,Sangrur,12,HARBHAJAN SINGH,OTH,3431
Punjab,Sangrur,12,SUKHWINDER SINGH,IND,3225
Punjab,Sangrur,12,BALWINDER SINGH SEKHON,IND,2572
Punjab,Sangrur,12,BALWINDER SINGH,IND,2288
Punjab,Sangrur,12,JASWANT SINGH,IND,2224
Punjab,Sangrur,12,PAPPU KUMAR,IND,1827
Punjab,Sangrur,12,KRISHAN DEV,OTH,1815
Punjab,Sangrur,12,AMANPREET SINGH,IND,1693
Punjab,Sangrur,12,RANGI KHAN,OTH,1581
Punjab,Sangrur,12,JILE SINGH,OTH,1548
Punjab,Sangrur,12,KAMAL KUMAR VERMA (BHASAUR),OTH,1376
Punjab,Sangrur,12,CHANNVEER SINGH,IND,1283
Punjab,Sangrur,12,JAGTAR SINGH,OTH,1225
Punjab,Sangrur,12,VIJAY SYAL,IND,1145
Punjab,Sangrur,12,HARPREET KAUR,OTH,1105
Punjab,Sangrur,12,RAJA SINGH,IND,1040
Punjab,Sangrur,12,NOTA,NOTA,3820
Rajasthan,AJMER,13,BHAGIRATH CHOUDHARY,BJP,747462
Rajasthan,AJMER,13,RAMCHANDRA CHOUDHARY,INC,417471
Rajasthan,AJMER,13,RAMDEV,BSP,4944
Rajasthan,AJMER,13,SURENDRA SINGH RANAVAT,IND,4373
Rajasthan,AJMER,13,MUKESH GENA,OTH,3196
Rajasthan,AJMER,13,JITENDRA BOYAT,OTH,2633
Rajasthan,AJMER,13,SATYANARAYAN MALI,IND,2420
Rajasthan,AJMER,13,VISHRAM BABU,IND,1524
Rajasthan,AJMER,13,SHABUDADIN,OTH,1197
Rajasthan,AJMER,13,YUSUF,IND,1000
Rajasthan,AJMER,13,PREM LATA,IND,1155
Rajasthan,AJMER,13,BHAWARLAL SONI,IND,938
Rajasthan,AJMER,13,RAMLAL,OTH,818
Rajasthan,AJMER,13,DAYA MOHAN GARG,IND,646
Rajasthan,AJMER,13,NOTA,NOTA,11402
Rajasthan,ALWAR,8,BHUPENDER YADAV,BJP,631992
Rajasthan,ALWAR,8,LALIT YADAV,INC,583710
Rajasthan,ALWAR,8,FAZAL HUSSAIN,BSP,19287
Rajasthan,ALWAR,8,PARDEEP KUMAR,OTH,4362
Rajasthan,ALWAR,8,VIVEK JAIN,IND,2438
Rajasthan,ALWAR,8,RAMBABU SHARMA,IND,2232
Rajasthan,ALWAR,8,AMIT GUPTA,IND,1389
Rajasthan,ALWAR,8,CHHAGAN LAL,IND,1327
Rajasthan,ALWAR,8,VISHVNATH KHINCHI,OTH,879
Rajasthan,ALWAR,8,NOTA,NOTA,5822
Rajasthan,BANSWARA,20,RAJ KUMAR ROAT,OTH,820831
Rajasthan,BANSWARA,20,MAHENDRAJEETSINGH MALVIYA,BJP,573777
Rajasthan,BANSWARA,20,RAJKUMAR S/O HIRALAL,IND,74598
Rajasthan,BANSWARA,20,ARVIND SITA DAMOR,INC,61211
Rajasthan,BANSWARA,20,RAJKUMAR S/O PREMJI,IND,41790
Rajasthan,BANSWARA,20,BANSHILAL AHARI,IND,17896
Rajasthan,BANSWARA,20,SHANKARLAL BAMANIYA,OTH,17188
Rajasthan,BANSWARA,20,DILEEP KUMAR MEENA,BSP,8591
Rajasthan,BANSWARA,20,NOTA,NOTA,20970
Rajasthan,BARMER,17,UMMEDA RAM BENIWAL,INC,704676
Rajasthan,BARMER,17,RAVINDRA SINGH BHATI,IND,586500
Rajasthan,BARMER,17,KAILASH CHOUDHARY,BJP,286733
Rajasthan,BARMER,17,TARARAM MEHNA,IND,49957
Rajasthan,BARMER,17,PRATAPA RAM,IND,8318
Rajasthan,BARMER,17,HANIPH,IND,7760
Rajasthan,BARMER,17,LEELA RAM,BSP,7585
Rajasthan,BARMER,17,PRABHU RAM,OTH,6396
Rajasthan,BARMER,17,RAMA RAM,IND,6041
Rajasthan,BARMER,17,POPAT LAL,IND,3159
Rajasthan,BARMER,17,DEVILAL JAIN,IND,3023
Rajasthan,BARMER,17,NOTA,NOTA,17903
Rajasthan,BHARATPUR,9,SANJNA JATAV,INC,579890
Rajasthan,BHARATPUR,9,RAMSWAROOP KOLI,BJP,527907
Rajasthan,BHARATPUR,9,ANJILA JATAV,BSP,9508
Rajasthan,BHARATPUR,9,ANEETA,IND,5119
Rajasthan,BHARATPUR,9,PURUSHOTTAM LAL,IND,2747
Rajasthan,BHARATPUR,9,PUSHPENDAR KUMAR,IND,2386
Rajasthan,BHARATPUR,9,NOTA,NOTA,5443
Rajasthan,BHILWARA,23,DAMODAR AGARWAL,BJP,807640
Rajasthan,BHILWARA,23,C P JOSHI,INC,453034
Rajasthan,BHILWARA,23,RAMESHWAR LAL BAIRWA,BSP,8283
Rajasthan,BHILWARA,23,RAJESH PATNI,IND,8018
Rajasthan,BHILWARA,23,JAYKISHAN,OTH,4084
Rajasthan,BHILWARA,23,MOTILAL SINGHANIA,IND,3887
Rajasthan,BHILWARA,23,NARAYAN LAL JAT,IND,1684
Rajasthan,BHILWARA,23,PAWAN KUMAR SHARMA,OTH,1617
Rajasthan,BHILWARA,23,ANURAG AROT,IND,1425
Rajasthan,BHILWARA,23,VIJAY KUMAR SONI,OTH,1347
Rajasthan,BHILWARA,23,NOTA,NOTA,13376
Rajasthan,BIKANER,2,ARJUN RAM MEGHWAL,BJP,566737
Rajasthan,BIKANER,2,GOVINDRAM MEGHWAL,INC,511026
Rajasthan,BIKANER,2,KHETA RAM,BSP,8299
Rajasthan,BIKANER,2,ATMA RAM GUJARATI,IND,6281
Rajasthan,BIKANER,2,RATANI DEVI,IND,3926
Rajasthan,BIKANER,2,SATYANARAYAN DEVRA,IND,2966
Rajasthan,BIKANER,2,PUKHRAJ NAYAK,IND,2675
Rajasthan,BIKANER,2,BABU LAL,IND,2019
Rajasthan,BIKANER,2,GOPI CHAND MEGHWAL,IND,1795
Rajasthan,BIKANER,2,NOTA,NOTA,12558
Rajasthan,CHITTORGARH,21,CHANDRA PRAKASH JOSHI,BJP,888202
Rajasthan,CHITTORGARH,21,ANJANA UDAILAL,INC,498325
Rajasthan,CHITTORGARH,21,BHIL ADIVASI MANGILAL NANAMA,OTH,42811
Rajasthan,CHITTORGARH,21,RAMESHWAR LAL BAIRWA (INDORA),IND,9539
Rajasthan,CHITTORGARH,21,KUMAWAT RAMESH CHANDRA,IND,8842
Rajasthan,CHITTORGARH,21,MEGHWAL RADHESHYAM,BSP,8613
Rajasthan,CHITTORGARH,21,SHYAM LAL MEGHWAL,IND,7907
Rajasthan,CHITTORGARH,21,BAPU LAL ANJANA,IND,7846
Rajasthan,CHITTORGARH,21,PRAKASH DHAKAR,OTH,3925
Rajasthan,CHITTORGARH,21,PRATAP SINGH,IND,3347
Rajasthan,CHITTORGARH,21,AZAD PRAKASH CHANDRA MEGHWAL,OTH,2777
Rajasthan,CHITTORGARH,21,JOGENDRA SINGH HODA,IND,2302
Rajasthan,CHITTORGARH,21,GAJENDRA,IND,1644
Rajasthan,CHITTORGARH,21,KALYAN SINGH BHATI,IND,1562
Rajasthan,CHITTORGARH,21,MAHAVIR PRASAD KUMAWAT,OTH,1549
Rajasthan,CHITTORGARH,21,KAMAL,IND,1498
Rajasthan,CHITTORGARH,21,MOHAMMAD WAHID KHAN,OTH,1228
Rajasthan,CHITTORGARH,21,SITA RAM AHIR,OTH,1226
Rajasthan,CHITTORGARH,21,NOTA,NOTA,5590
Rajasthan,CHURU,3,RAHUL KASWAN,INC,728211
Rajasthan,CHURU,3,DEVENDRA JHAJHARIA,BJP,655474
Rajasthan,CHURU,3,DEIRAM MEGHWAL,BSP,11271
Rajasthan,CHURU,3,RAMESH KUMAR,IND,5724
Rajasthan,CHURU,3,GOMATI DHARAMPAL KATARIA,OTH,4961
Rajasthan,CHURU,3,SUKHDEV,IND,4559
Rajasthan,CHURU,3,RANVEER SINGH,IND,1812
Rajasthan,CHURU,3,BISAN SINGH,IND,1644
Rajasthan,CHURU,3,DAULAT RAM PENSIA,OTH,1193
Rajasthan,CHURU,3,YUSUF ALI KHAN,IND,1230
Rajasthan,CHURU,3,SHISHPAL SINGH RANA,OTH,675
Rajasthan,CHURU,3,NIRANJAN SINGH RATHORE,IND,668
Rajasthan,CHURU,3,ASLAM LILGAR,IND,567
Rajasthan,CHURU,3,NOTA,NOTA,6656
Rajasthan,DAUSA,11,MURARI LAL MEENA,INC,646266
Rajasthan,DAUSA,11,KANHAIYA LAL MEENA,BJP,408926
Rajasthan,DAUSA,11,SONU DHANKA,BSP,6797
Rajasthan,DAUSA,11,"DR. RAM ROOP MEENA, ADVOCATE",IND,2721
Rajasthan,DAUSA,11,MOHAN LAL MEENA,IND,2178
Rajasthan,DAUSA,11,NOTA,NOTA,5846
Rajasthan,GANGANAGAR,1,KULDEEP INDORA,INC,726492
Rajasthan,GANGANAGAR,1,PRIYANKA BALAN MEGHWAL,BJP,638339
Rajasthan,GANGANAGAR,1,DEVKARAN NAYAK,BSP,16302
Rajasthan,GANGANAGAR,1,RAJKUMAR,IND,4375
Rajasthan,GANGANAGAR,1,KULWANT KAUR,OTH,4362
Rajasthan,GANGANAGAR,1,DAYA RAM,IND,3719
Rajasthan,GANGANAGAR,1,RAJENDER KUMAR,OTH,2443
Rajasthan,GANGANAGAR,1,KANA RAM,IND,2266
Rajasthan,GANGANAGAR,1,MAJOR SINGH,OTH,2101
Rajasthan,GANGANAGAR,1,NOTA,NOTA,13095
Rajasthan,JAIPUR,7,MANJU SHARMA,BJP,886850
Rajasthan,JAIPUR,7,PRATAP SINGH KHACHARIYAWAS,INC,555083
Rajasthan,JAIPUR,7,RAJESH TANWAR,BSP,3461
Rajasthan,JAIPUR,7,HARI NARAYAN MEENA,IND,2202
Rajasthan,JAIPUR,7,RAJEEV ROLIWAL,IND,970
Rajasthan,JAIPUR,7,YOGESH SHARMA,IND,816
Rajasthan,JAIPUR,7,NARENDER SHARMA,OTH,669
Rajasthan,JAIPUR,7,KULDEEP SINGH,OTH,615
Rajasthan,JAIPUR,7,DR. ASEEM VERMA,IND,572
Rajasthan,JAIPUR,7,PRADEEP VERMA,OTH,448
Rajasthan,JAIPUR,7,ADVOCATE HARI KISHAN TIWARI,OTH,400
Rajasthan,JAIPUR,7,SHASHANK SINGH ARYA,OTH,393
Rajasthan,JAIPUR,7,TRILOK TIWARI,OTH,351
Rajasthan,JAIPUR,7,NOTA,NOTA,10428
Rajasthan,JAIPUR RURAL,6,RAO RAJENDRA SINGH,BJP,617877
Rajasthan,JAIPUR RURAL,6,ANIL CHOPRA,INC,616262
Rajasthan,JAIPUR RURAL,6,HANUMAN SAHAY,BSP,3850
Rajasthan,JAIPUR RURAL,6,RAMSINGH KASANA,IND,3707
Rajasthan,JAIPUR RURAL,6,DR DASHRATH HINUNIA,OTH,2681
Rajasthan,JAIPUR RURAL,6,KAHANVI BOHRA,IND,1711
Rajasthan,JAIPUR RURAL,6,DR RAM ROOP MEENA ADVOCATE,IND,1604
Rajasthan,JAIPUR RURAL,6,NEHA SINGH GURJAR,IND,1407
Rajasthan,JAIPUR RURAL,6,PRAKASH KUMAR SHARMA,IND,1040
Rajasthan,JAIPUR RURAL,6,AJAY BHAT,OTH,948
Rajasthan,JAIPUR RURAL,6,DEVHANS,IND,941
Rajasthan,JAIPUR RURAL,6,DR OM SINGH MEENA SEHARA,IND,734
Rajasthan,JAIPUR RURAL,6,ADITYA PRAKASH SHARMA,OTH,666
Rajasthan,JAIPUR RURAL,6,YOGI JEETENDRA NATH ADVOCATE,OTH,562
Rajasthan,JAIPUR RURAL,6,ADVOCATE HARI KISHAN TIWARI,OTH,545
Rajasthan,JAIPUR RURAL,6,NOTA,NOTA,7519
Rajasthan,JALORE,18,LUMBARAM,BJP,796783
Rajasthan,JALORE,18,VAIBHAV GEHLOT,INC,595240
Rajasthan,JALORE,18,OTARAM,OTH,10109
Rajasthan,JALORE,18,SHAKUR,IND,9872
Rajasthan,JALORE,18,MOTI LAL,OTH,4586
Rajasthan,JALORE,18,RAMESH KUMAR BHANDARI,IND,3910
Rajasthan,JALORE,18,DEVARAM,IND,3134
Rajasthan,JALORE,18,KALURAM MEGHWAL,IND,2263
Rajasthan,JALORE,18,DINESH SINGH,IND,2105
Rajasthan,JALORE,18,TIKMA RAM BHATI,OTH,1660
Rajasthan,JALORE,18,DALARAM,IND,1508
Rajasthan,JALORE,18,FOJARAM,OTH,1497
Rajasthan,JALORE,18,NOTA,NOTA,18459
Rajasthan,JHALAWAR-BARAN,25,DUSHYANT SINGH,BJP,865376
Rajasthan,JHALAWAR-BARAN,25,URMILA JAIN “BHAYA”,INC,494387
Rajasthan,JHALAWAR-BARAN,25,CHANDRA SINGH KIRAD,BSP,12285
Rajasthan,JHALAWAR-BARAN,25,RAVI RAJ SINGH,IND,10274
Rajasthan,JHALAWAR-BARAN,25,BHUVANESH KUMAR,OTH,9345
Rajasthan,JHALAWAR-BARAN,25,BABULAL,IND,7692
Rajasthan,JHALAWAR-BARAN,25,PANKAJ PAJANTORIVALA,IND,5945
Rajasthan,JHALAWAR-BARAN,25,NOTA,NOTA,16027
Rajasthan,JHUNJHUNU,4,BRIJENDRA SINGH OLA,INC,553168
Rajasthan,JHUNJHUNU,4,SHUBHKARAN CHOUDHARY,BJP,534933
Rajasthan,JHUNJHUNU,4,SHEKHAWAT RAJENDRA SINGH,IND,7690
Rajasthan,JHUNJHUNU,4,BANSHIDHAR,BSP,6867
Rajasthan,JHUNJHUNU,4,DURGA PRASAD MEENA,OTH,5497
Rajasthan,JHUNJHUNU,4,ALTIF,IND,2050
Rajasthan,JHUNJHUNU,4,SATYANARAYAN,OTH,1150
Rajasthan,JHUNJHUNU,4,HAZARI LAL,OTH,940
Rajasthan,JHUNJHUNU,4,NOTA,NOTA,6632
Rajasthan,JODHPUR,16,GAJENDRA SINGH SHEKHAWAT,BJP,730056
Rajasthan,JODHPUR,16,KARAN SINGH UCHIYARDA,INC,614379
Rajasthan,JODHPUR,16,SUNIL KUMAR PAREEK,IND,7429
Rajasthan,JODHPUR,16,MANJU MEGHWAL,BSP,6395
Rajasthan,JODHPUR,16,ANANDARAM URF ANAND CHAUHAN,OTH,3680
Rajasthan,JODHPUR,16,SUNIL BHANDARI,IND,3238
Rajasthan,JODHPUR,16,VISHEK VISHNOI,IND,1750
Rajasthan,JODHPUR,16,SHIVA RAM,IND,1195
Rajasthan,JODHPUR,16,LIKHAMA RAM,IND,1125
Rajasthan,JODHPUR,16,NARESH KANDARA,IND,1027
